Adjusted for Inflation Flag,Format,Format (copy),Metric,Year,Year Date,Format Value # (Billion),Format Value # (Million),Number of Records,Value (Actual),Value (Actual) (copy),Year (copy)
,Other Digital,Other Digital,Value (Adjusted),2018,2018,,$20.2M,1,20.199063312,$20M,2018
,Other Digital,Other Digital,Value (Adjusted),2019,2019,,$21.5M,1,21.517175006,$22M,2019
,Other Tapes,Other Tapes,Value (Adjusted),1973,1973,,$89.8M,1,89.825432432,$90M,1973
,Other Tapes,Other Tapes,Value (Adjusted),1974,1974,,$69.0M,1,68.970346856,$69M,1974
,Other Tapes,Other Tapes,Value (Adjusted),1975,1975,,$48.5M,1,48.470286245,$48M,1975
,Other Tapes,Other Tapes,Value (Adjusted),1976,1976,,$22.9M,1,22.914775044,$23M,1976
,Other Tapes,Other Tapes,Value (Adjusted),1977,1977,,,1,,,1977
,Other Tapes,Other Tapes,Value (Adjusted),1978,1978,,,1,,,1978
,Other Tapes,Other Tapes,Value (Adjusted),1979,1979,,,1,,,1979
,Other Tapes,Other Tapes,Value (Adjusted),1980,1980,,,1,,,1980
,Other Tapes,Other Tapes,Value (Adjusted),1981,1981,,,1,,,1981
,Other Tapes,Other Tapes,Value (Adjusted),1982,1982,,,1,,,1982
,Other Tapes,Other Tapes,Value (Adjusted),1983,1983,,,1,,,1983
,Other Tapes,Other Tapes,Value (Adjusted),1984,1984,,,1,,,1984
,Other Tapes,Other Tapes,Value (Adjusted),1985,1985,,,1,,,1985
,Other Tapes,Other Tapes,Value (Adjusted),1986,1986,,,1,,,1986
,Other Tapes,Other Tapes,Value (Adjusted),1987,1987,,,1,,,1987
,Other Tapes,Other Tapes,Value (Adjusted),1988,1988,,,1,,,1988
,Other Tapes,Other Tapes,Value (Adjusted),1989,1989,,,1,,,1989
,Other Tapes,Other Tapes,Value (Adjusted),1990,1990,,,1,,,1990
,Other Tapes,Other Tapes,Value (Adjusted),1991,1991,,,1,,,1991
,Other Tapes,Other Tapes,Value (Adjusted),1992,1992,,,1,,,1992
,Other Tapes,Other Tapes,Value (Adjusted),1993,1993,,,1,,,1993
,Other Tapes,Other Tapes,Value (Adjusted),1994,1994,,,1,,,1994
,Other Tapes,Other Tapes,Value (Adjusted),1995,1995,,,1,,,1995
,Other Tapes,Other Tapes,Value (Adjusted),1996,1996,,,1,,,1996
,Other Tapes,Other Tapes,Value (Adjusted),1997,1997,,,1,,,1997
,Other Tapes,Other Tapes,Value (Adjusted),1998,1998,,,1,,,1998
,Other Tapes,Other Tapes,Value (Adjusted),1999,1999,,,1,,,1999
,Other Tapes,Other Tapes,Value (Adjusted),2000,2000,,,1,,,2000
,Other Tapes,Other Tapes,Value (Adjusted),2001,2001,,,1,,,2001
,Other Tapes,Other Tapes,Value (Adjusted),2002,2002,,,1,,,2002
,Other Tapes,Other Tapes,Value (Adjusted),2003,2003,,,1,,,2003
,Other Tapes,Other Tapes,Value (Adjusted),2004,2004,,,1,,,2004
,Other Tapes,Other Tapes,Value (Adjusted),2005,2005,,,1,,,2005
,Other Tapes,Other Tapes,Value (Adjusted),2006,2006,,,1,,,2006
,Other Tapes,Other Tapes,Value (Adjusted),2007,2007,,,1,,,2007
,Other Tapes,Other Tapes,Value (Adjusted),2008,2008,,,1,,,2008
,Other Tapes,Other Tapes,Value (Adjusted),2009,2009,,,1,,,2009
,Other Tapes,Other Tapes,Value (Adjusted),2010,2010,,,1,,,2010
,Other Tapes,Other Tapes,Value (Adjusted),2011,2011,,,1,,,2011
,Other Tapes,Other Tapes,Value (Adjusted),2012,2012,,,1,,,2012
,Other Tapes,Other Tapes,Value (Adjusted),2013,2013,,,1,,,2013
,Other Tapes,Other Tapes,Value (Adjusted),2014,2014,,,1,,,2014
,Other Tapes,Other Tapes,Value (Adjusted),2015,2015,,,1,,,2015
,Other Tapes,Other Tapes,Value (Adjusted),2016,2016,,,1,,,2016
,Other Tapes,Other Tapes,Value (Adjusted),2017,2017,,,1,,,2017
,Other Tapes,Other Tapes,Value (Adjusted),2018,2018,,,1,,,2018
,Other Tapes,Other Tapes,Value (Adjusted),2019,2019,,,1,,,2019
,Paid Subscription,Paid Subscription,Value (Adjusted),1973,1973,,,1,,,1973
,Paid Subscription,Paid Subscription,Value (Adjusted),1974,1974,,,1,,,1974
,Paid Subscription,Paid Subscription,Value (Adjusted),1975,1975,,,1,,,1975
,Paid Subscription,Paid Subscription,Value (Adjusted),1976,1976,,,1,,,1976
,Paid Subscription,Paid Subscription,Value (Adjusted),1977,1977,,,1,,,1977
,Paid Subscription,Paid Subscription,Value (Adjusted),1978,1978,,,1,,,1978
,Paid Subscription,Paid Subscription,Value (Adjusted),1979,1979,,,1,,,1979
,Paid Subscription,Paid Subscription,Value (Adjusted),1980,1980,,,1,,,1980
,Paid Subscription,Paid Subscription,Value (Adjusted),1981,1981,,,1,,,1981
,Paid Subscription,Paid Subscription,Value (Adjusted),1982,1982,,,1,,,1982
,Paid Subscription,Paid Subscription,Value (Adjusted),1983,1983,,,1,,,1983
,Paid Subscription,Paid Subscription,Value (Adjusted),1984,1984,,,1,,,1984
,Paid Subscription,Paid Subscription,Value (Adjusted),1985,1985,,,1,,,1985
,Paid Subscription,Paid Subscription,Value (Adjusted),1986,1986,,,1,,,1986
,Paid Subscription,Paid Subscription,Value (Adjusted),1987,1987,,,1,,,1987
,Paid Subscription,Paid Subscription,Value (Adjusted),1988,1988,,,1,,,1988
,Paid Subscription,Paid Subscription,Value (Adjusted),1989,1989,,,1,,,1989
,Paid Subscription,Paid Subscription,Value (Adjusted),1990,1990,,,1,,,1990
,Paid Subscription,Paid Subscription,Value (Adjusted),1991,1991,,,1,,,1991
,Paid Subscription,Paid Subscription,Value (Adjusted),1992,1992,,,1,,,1992
,Paid Subscription,Paid Subscription,Value (Adjusted),1993,1993,,,1,,,1993
,Paid Subscription,Paid Subscription,Value (Adjusted),1994,1994,,,1,,,1994
,Paid Subscription,Paid Subscription,Value (Adjusted),1995,1995,,,1,,,1995
,Paid Subscription,Paid Subscription,Value (Adjusted),1996,1996,,,1,,,1996
,Paid Subscription,Paid Subscription,Value (Adjusted),1997,1997,,,1,,,1997
,Paid Subscription,Paid Subscription,Value (Adjusted),1998,1998,,,1,,,1998
,Paid Subscription,Paid Subscription,Value (Adjusted),1999,1999,,,1,,,1999
,Paid Subscription,Paid Subscription,Value (Adjusted),2000,2000,,,1,,,2000
,Paid Subscription,Paid Subscription,Value (Adjusted),2001,2001,,,1,,,2001
,Paid Subscription,Paid Subscription,Value (Adjusted),2002,2002,,,1,,,2002
,Paid Subscription,Paid Subscription,Value (Adjusted),2003,2003,,,1,,,2003
,Paid Subscription,Paid Subscription,Value (Adjusted),2004,2004,,,1,,,2004
,Paid Subscription,Paid Subscription,Value (Adjusted),2005,2005,,$195.3M,1,195.309904762,$195M,2005
,Paid Subscription,Paid Subscription,Value (Adjusted),2006,2006,,$261.5M,1,261.490443452,$261M,2006
,Paid Subscription,Paid Subscription,Value (Adjusted),2007,2007,,$288.6M,1,288.585325615,$289M,2007
,Paid Subscription,Paid Subscription,Value (Adjusted),2008,2008,,$262.9M,1,262.896753877,$263M,2008
,Paid Subscription,Paid Subscription,Value (Adjusted),2009,2009,,$245.7M,1,245.722059132,$246M,2009
,Paid Subscription,Paid Subscription,Value (Adjusted),2010,2010,,$249.0M,1,249.025694317,$249M,2010
,Paid Subscription,Paid Subscription,Value (Adjusted),2011,2011,,$281.6M,1,281.639931715,$282M,2011
,Paid Subscription,Paid Subscription,Value (Adjusted),2012,2012,,$445.3M,1,445.276306223,$445M,2012
,Paid Subscription,Paid Subscription,Value (Adjusted),2013,2013,,$706.0M,1,706.011657475,$706M,2013
,Paid Subscription,Paid Subscription,Value (Adjusted),2014,2014,,$831.8M,1,831.834027499,$832M,2014
,Paid Subscription,Paid Subscription,Value (Adjusted),2015,2015,$1.2B,,1,1247.676868955,"$1,248M",2015
,Paid Subscription,Paid Subscription,Value (Adjusted),2016,2016,$2.4B,,1,2390.487544774,"$2,390M",2016
,Paid Subscription,Paid Subscription,Value (Adjusted),2017,2017,$3.7B,,1,3651.028326883,"$3,651M",2017
,Paid Subscription,Paid Subscription,Value (Adjusted),2018,2018,$4.7B,,1,4740.333580635,"$4,740M",2018
,Paid Subscription,Paid Subscription,Value (Adjusted),2019,2019,$5.9B,,1,5934.397625188,"$5,934M",2019
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1973,1973,,,1,,,1973
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1974,1974,,,1,,,1974
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1975,1975,,,1,,,1975
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1976,1976,,,1,,,1976
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1977,1977,,,1,,,1977
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1978,1978,,,1,,,1978
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1979,1979,,,1,,,1979
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1980,1980,,,1,,,1980
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1981,1981,,,1,,,1981
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1982,1982,,,1,,,1982
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1983,1983,,,1,,,1983
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1984,1984,,,1,,,1984
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1985,1985,,,1,,,1985
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1986,1986,,,1,,,1986
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1987,1987,,,1,,,1987
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1988,1988,,,1,,,1988
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1989,1989,,,1,,,1989
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1990,1990,,,1,,,1990
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1991,1991,,,1,,,1991
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1992,1992,,,1,,,1992
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1993,1993,,,1,,,1993
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1994,1994,,,1,,,1994
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1995,1995,,,1,,,1995
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1996,1996,,,1,,,1996
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1997,1997,,,1,,,1997
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1998,1998,,,1,,,1998
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),1999,1999,,,1,,,1999
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2000,2000,,,1,,,2000
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2001,2001,,,1,,,2001
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2002,2002,,,1,,,2002
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2003,2003,,,1,,,2003
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2004,2004,,,1,,,2004
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2005,2005,,$551.9M,1,551.89447619,$552M,2005
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2006,2006,,$981.3M,1,981.286639881,$981M,2006
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2007,2007,$1.3B,,1,1302.08712301,"$1,302M",2007
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2008,2008,$1.2B,,1,1160.236757964,"$1,160M",2008
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2009,2009,,$837.5M,1,837.504670989,$838M,2009
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2010,2010,,$525.3M,1,525.251935283,$525M,2010
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2011,2011,,$313.9M,1,313.9182774,$314M,2011
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2012,2012,,$162.6M,1,162.565728249,$163M,2012
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2013,2013,,$107.5M,1,107.548976379,$108M,2013
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2014,2014,,$71.6M,1,71.61127201,$72M,2014
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2015,2015,,$58.9M,1,58.874581007,$59M,2015
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2016,2016,,$60.0M,1,59.998070883,$60M,2016
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2017,2017,,$37.0M,1,37.040368455,$37M,2017
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2018,2018,,$25.4M,1,25.41009037,$25M,2018
,Ringtones & Ringbacks,Ringtones & Ringbacks,Value (Adjusted),2019,2019,,$21.4M,1,21.426736902,$21M,2019
,SACD,SACD,Value (Adjusted),1973,1973,,,1,,,1973
,SACD,SACD,Value (Adjusted),1974,1974,,,1,,,1974
,SACD,SACD,Value (Adjusted),1975,1975,,,1,,,1975
,SACD,SACD,Value (Adjusted),1976,1976,,,1,,,1976
,SACD,SACD,Value (Adjusted),1977,1977,,,1,,,1977
,SACD,SACD,Value (Adjusted),1978,1978,,,1,,,1978
,SACD,SACD,Value (Adjusted),1979,1979,,,1,,,1979
,SACD,SACD,Value (Adjusted),1980,1980,,,1,,,1980
,SACD,SACD,Value (Adjusted),1981,1981,,,1,,,1981
,SACD,SACD,Value (Adjusted),1982,1982,,,1,,,1982
,SACD,SACD,Value (Adjusted),1983,1983,,,1,,,1983
,SACD,SACD,Value (Adjusted),1984,1984,,,1,,,1984
,SACD,SACD,Value (Adjusted),1985,1985,,,1,,,1985
,SACD,SACD,Value (Adjusted),1986,1986,,,1,,,1986
,SACD,SACD,Value (Adjusted),1987,1987,,,1,,,1987
,SACD,SACD,Value (Adjusted),1988,1988,,,1,,,1988
,SACD,SACD,Value (Adjusted),1989,1989,,,1,,,1989
,SACD,SACD,Value (Adjusted),1990,1990,,,1,,,1990
,SACD,SACD,Value (Adjusted),1991,1991,,,1,,,1991
,SACD,SACD,Value (Adjusted),1992,1992,,,1,,,1992
,SACD,SACD,Value (Adjusted),1993,1993,,,1,,,1993
,SACD,SACD,Value (Adjusted),1994,1994,,,1,,,1994
,SACD,SACD,Value (Adjusted),1995,1995,,,1,,,1995
,SACD,SACD,Value (Adjusted),1996,1996,,,1,,,1996
,SACD,SACD,Value (Adjusted),1997,1997,,,1,,,1997
,SACD,SACD,Value (Adjusted),1998,1998,,,1,,,1998
,SACD,SACD,Value (Adjusted),1999,1999,,,1,,,1999
,SACD,SACD,Value (Adjusted),2000,2000,,,1,,,2000
,SACD,SACD,Value (Adjusted),2001,2001,,,1,,,2001
,SACD,SACD,Value (Adjusted),2002,2002,,,1,,,2002
,SACD,SACD,Value (Adjusted),2003,2003,,$36.5M,1,36.542277717,$37M,2003
,SACD,SACD,Value (Adjusted),2004,2004,,$22.5M,1,22.466417152,$22M,2004
,SACD,SACD,Value (Adjusted),2005,2005,,$13.1M,1,13.09047619,$13M,2005
,SACD,SACD,Value (Adjusted),2006,2006,,$7.0M,1,6.974769345,$7M,2006
,SACD,SACD,Value (Adjusted),2007,2007,,$4.4M,1,4.43977424,$4M,2007
,SACD,SACD,Value (Adjusted),2008,2008,,$3.7M,1,3.681029526,$4M,2008
,SACD,SACD,Value (Adjusted),2009,2009,,$2.9M,1,2.860004568,$3M,2009
,SACD,SACD,Value (Adjusted),2010,2010,,$2.0M,1,1.993143504,$2M,2010
,SACD,SACD,Value (Adjusted),2011,2011,,$1.7M,1,1.704842202,$2M,2011
,SACD,SACD,Value (Adjusted),2012,2012,,$1.5M,1,1.494897613,$1M,2012
,SACD,SACD,Value (Adjusted),2013,2013,,$1.1M,1,1.073719014,$1M,2013
,SACD,SACD,Value (Adjusted),2014,2014,,$0.8M,1,0.82446336,$1M,2014
,SACD,SACD,Value (Adjusted),2015,2015,,$1.1M,1,1.125529098,$1M,2015
,SACD,SACD,Value (Adjusted),2016,2016,,$1.3M,1,1.28555661,$1M,2016
,SACD,SACD,Value (Adjusted),2017,2017,,$0.9M,1,0.887142473,$1M,2017
,SACD,SACD,Value (Adjusted),2018,2018,,$0.9M,1,0.875277267,$1M,2018
,SACD,SACD,Value (Adjusted),2019,2019,,$0.4M,1,0.433302292,$0M,2019
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1973,1973,,,1,,,1973
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1974,1974,,,1,,,1974
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1975,1975,,,1,,,1975
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1976,1976,,,1,,,1976
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1977,1977,,,1,,,1977
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1978,1978,,,1,,,1978
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1979,1979,,,1,,,1979
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1980,1980,,,1,,,1980
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1981,1981,,,1,,,1981
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1982,1982,,,1,,,1982
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1983,1983,,,1,,,1983
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1984,1984,,,1,,,1984
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1985,1985,,,1,,,1985
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1986,1986,,,1,,,1986
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1987,1987,,,1,,,1987
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1988,1988,,,1,,,1988
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1989,1989,,,1,,,1989
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1990,1990,,,1,,,1990
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1991,1991,,,1,,,1991
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1992,1992,,,1,,,1992
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1993,1993,,,1,,,1993
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1994,1994,,,1,,,1994
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1995,1995,,,1,,,1995
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1996,1996,,,1,,,1996
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1997,1997,,,1,,,1997
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1998,1998,,,1,,,1998
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),1999,1999,,,1,,,1999
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2000,2000,,,1,,,2000
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2001,2001,,,1,,,2001
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2002,2002,,,1,,,2002
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2003,2003,,,1,,,2003
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2004,2004,,$9.3M,1,9.338450503,$9M,2004
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2005,2005,,$26.7M,1,26.704571429,$27M,2005
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2006,2006,,$41.6M,1,41.594988095,$42M,2006
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2007,2007,,$44.6M,1,44.644396527,$45M,2007
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2008,2008,,$118.7M,1,118.74288793,$119M,2008
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2009,2009,,$185.3M,1,185.304462633,$185M,2009
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2010,2010,,$292.2M,1,292.171389001,$292M,2010
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2011,2011,,$331.9M,1,331.875948591,$332M,2011
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2012,2012,,$514.4M,1,514.445211983,$514M,2012
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2013,2013,,$647.9M,1,647.930273827,$648M,2013
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2014,2014,,$835.2M,1,835.213587287,$835M,2014
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2015,2015,,$865.7M,1,865.719793095,$866M,2015
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2016,2016,,$941.5M,1,941.535964784,$942M,2016
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2017,2017,,$680.0M,1,680.027594648,$680M,2017
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2018,2018,,$970.1M,1,970.064512738,$970M,2018
,SoundExchange Distributions,SoundExchange Distributions,Value (Adjusted),2019,2019,,$908.2M,1,908.2,$908M,2019
,Synchronization,Synchronization,Value (Adjusted),1973,1973,,,1,,,1973
,Synchronization,Synchronization,Value (Adjusted),1974,1974,,,1,,,1974
,Synchronization,Synchronization,Value (Adjusted),1975,1975,,,1,,,1975
,Synchronization,Synchronization,Value (Adjusted),1976,1976,,,1,,,1976
,Synchronization,Synchronization,Value (Adjusted),1977,1977,,,1,,,1977
,Synchronization,Synchronization,Value (Adjusted),1978,1978,,,1,,,1978
,Synchronization,Synchronization,Value (Adjusted),1979,1979,,,1,,,1979
